SNR_dB,Mod_Code,Ch_Code,BER,Modulation,Channel
8,1,1,0.00023,BPSK,AWGN
8,1,1,0.000184,BPSK,AWGN
8,1,1,0.000193,BPSK,AWGN
8,1,1,0.000191,BPSK,AWGN
8,1,1,0.000206,BPSK,AWGN
8.5,1,1,8.4e-05,BPSK,AWGN
8.5,1,1,7.6e-05,BPSK,AWGN
8.5,1,1,9.06666666666667e-05,BPSK,AWGN
8.5,1,1,0.000102,BPSK,AWGN
8.5,1,1,9.2e-05,BPSK,AWGN
9,1,1,3.5e-05,BPSK,AWGN
9,1,1,4.3e-05,BPSK,AWGN
9,1,1,3.3e-05,BPSK,AWGN
9,1,1,3.15e-05,BPSK,AWGN
9,1,1,3.45e-05,BPSK,AWGN
9.5,1,1,1.25e-05,BPSK,AWGN
9.5,1,1,1.05e-05,BPSK,AWGN
9.5,1,1,9e-06,BPSK,AWGN
9.5,1,1,1.5e-05,BPSK,AWGN
9.5,1,1,1e-05,BPSK,AWGN
10,1,1,3e-06,BPSK,AWGN
10,1,1,4.8e-06,BPSK,AWGN
10,1,1,3e-06,BPSK,AWGN
10,1,1,4e-06,BPSK,AWGN
10,1,1,3.2e-06,BPSK,AWGN
10.5,1,1,2.6e-06,BPSK,AWGN
10.5,1,1,1.4e-06,BPSK,AWGN
10.5,1,1,1e-06,BPSK,AWGN
10.5,1,1,1.4e-06,BPSK,AWGN
10.5,1,1,1.6e-06,BPSK,AWGN
11,1,1,1e-12,BPSK,AWGN
11,1,1,4e-07,BPSK,AWGN
11,1,1,1e-12,BPSK,AWGN
11,1,1,4e-07,BPSK,AWGN
11,1,1,6e-07,BPSK,AWGN
11.5,1,1,5.32866403631072e-08,BPSK,AWGN
11.5,1,1,5.32866403631072e-08,BPSK,AWGN
11.5,1,1,5.32866403631072e-08,BPSK,AWGN
11.5,1,1,5.32866403631072e-08,BPSK,AWGN
11.5,1,1,5.32866403631072e-08,BPSK,AWGN
12,1,1,9.00601035062875e-09,BPSK,AWGN
12,1,1,9.00601035062875e-09,BPSK,AWGN
12,1,1,9.00601035062875e-09,BPSK,AWGN
12,1,1,9.00601035062875e-09,BPSK,AWGN
12,1,1,9.00601035062875e-09,BPSK,AWGN
12.5,1,1,1.23302844661081e-09,BPSK,AWGN
12.5,1,1,1.23302844661081e-09,BPSK,AWGN
12.5,1,1,1.23302844661081e-09,BPSK,AWGN
12.5,1,1,1.23302844661081e-09,BPSK,AWGN
12.5,1,1,1.23302844661081e-09,BPSK,AWGN
13,1,1,1.33293101753005e-10,BPSK,AWGN
13,1,1,1.33293101753005e-10,BPSK,AWGN
13,1,1,1.33293101753005e-10,BPSK,AWGN
13,1,1,1.33293101753005e-10,BPSK,AWGN
13,1,1,1.33293101753005e-10,BPSK,AWGN
13.5,1,1,1.10545978569828e-11,BPSK,AWGN
13.5,1,1,1.10545978569828e-11,BPSK,AWGN
13.5,1,1,1.10545978569828e-11,BPSK,AWGN
13.5,1,1,1.10545978569828e-11,BPSK,AWGN
13.5,1,1,1.10545978569828e-11,BPSK,AWGN
14,1,1,1e-12,BPSK,AWGN
14,1,1,1e-12,BPSK,AWGN
14,1,1,1e-12,BPSK,AWGN
14,1,1,1e-12,BPSK,AWGN
14,1,1,1e-12,BPSK,AWGN
14.5,1,1,1e-12,BPSK,AWGN
14.5,1,1,1e-12,BPSK,AWGN
14.5,1,1,1e-12,BPSK,AWGN
14.5,1,1,1e-12,BPSK,AWGN
14.5,1,1,1e-12,BPSK,AWGN
15,1,1,1e-12,BPSK,AWGN
15,1,1,1e-12,BPSK,AWGN
15,1,1,1e-12,BPSK,AWGN
15,1,1,1e-12,BPSK,AWGN
15,1,1,1e-12,BPSK,AWGN
15.5,1,1,1e-12,BPSK,AWGN
15.5,1,1,1e-12,BPSK,AWGN
15.5,1,1,1e-12,BPSK,AWGN
15.5,1,1,1e-12,BPSK,AWGN
15.5,1,1,1e-12,BPSK,AWGN
16,1,1,1e-12,BPSK,AWGN
16,1,1,1e-12,BPSK,AWGN
16,1,1,1e-12,BPSK,AWGN
16,1,1,1e-12,BPSK,AWGN
16,1,1,1e-12,BPSK,AWGN
16.5,1,1,1e-12,BPSK,AWGN
16.5,1,1,1e-12,BPSK,AWGN
16.5,1,1,1e-12,BPSK,AWGN
16.5,1,1,1e-12,BPSK,AWGN
16.5,1,1,1e-12,BPSK,AWGN
17,1,1,1e-12,BPSK,AWGN
17,1,1,1e-12,BPSK,AWGN
17,1,1,1e-12,BPSK,AWGN
17,1,1,1e-12,BPSK,AWGN
17,1,1,1e-12,BPSK,AWGN
17.5,1,1,1e-12,BPSK,AWGN
17.5,1,1,1e-12,BPSK,AWGN
17.5,1,1,1e-12,BPSK,AWGN
17.5,1,1,1e-12,BPSK,AWGN
17.5,1,1,1e-12,BPSK,AWGN
18,1,1,1e-12,BPSK,AWGN
18,1,1,1e-12,BPSK,AWGN
18,1,1,1e-12,BPSK,AWGN
18,1,1,1e-12,BPSK,AWGN
18,1,1,1e-12,BPSK,AWGN
18.5,1,1,1e-12,BPSK,AWGN
18.5,1,1,1e-12,BPSK,AWGN
18.5,1,1,1e-12,BPSK,AWGN
18.5,1,1,1e-12,BPSK,AWGN
18.5,1,1,1e-12,BPSK,AWGN
19,1,1,1e-12,BPSK,AWGN
19,1,1,1e-12,BPSK,AWGN
19,1,1,1e-12,BPSK,AWGN
19,1,1,1e-12,BPSK,AWGN
19,1,1,1e-12,BPSK,AWGN
19.5,1,1,1e-12,BPSK,AWGN
19.5,1,1,1e-12,BPSK,AWGN
19.5,1,1,1e-12,BPSK,AWGN
19.5,1,1,1e-12,BPSK,AWGN
19.5,1,1,1e-12,BPSK,AWGN
20,1,1,1e-12,BPSK,AWGN
20,1,1,1e-12,BPSK,AWGN
20,1,1,1e-12,BPSK,AWGN
20,1,1,1e-12,BPSK,AWGN
20,1,1,1e-12,BPSK,AWGN
0,1,2,0.14645,BPSK,Rayleigh
0,1,2,0.14597,BPSK,Rayleigh
0,1,2,0.14672,BPSK,Rayleigh
0,1,2,0.14916,BPSK,Rayleigh
0,1,2,0.14634,BPSK,Rayleigh
0.5,1,2,0.13579,BPSK,Rayleigh
0.5,1,2,0.13645,BPSK,Rayleigh
0.5,1,2,0.13601,BPSK,Rayleigh
0.5,1,2,0.13566,BPSK,Rayleigh
0.5,1,2,0.13765,BPSK,Rayleigh
1,1,2,0.12778,BPSK,Rayleigh
1,1,2,0.12632,BPSK,Rayleigh
1,1,2,0.12645,BPSK,Rayleigh
1,1,2,0.12546,BPSK,Rayleigh
1,1,2,0.12725,BPSK,Rayleigh
1.5,1,2,0.11862,BPSK,Rayleigh
1.5,1,2,0.11662,BPSK,Rayleigh
1.5,1,2,0.1182,BPSK,Rayleigh
1.5,1,2,0.1182,BPSK,Rayleigh
1.5,1,2,0.11901,BPSK,Rayleigh
2,1,2,0.10789,BPSK,Rayleigh
2,1,2,0.10929,BPSK,Rayleigh
2,1,2,0.10821,BPSK,Rayleigh
2,1,2,0.10835,BPSK,Rayleigh
2,1,2,0.10941,BPSK,Rayleigh
2.5,1,2,0.10026,BPSK,Rayleigh
2.5,1,2,0.09968,BPSK,Rayleigh
2.5,1,2,0.09784,BPSK,Rayleigh
2.5,1,2,0.10036,BPSK,Rayleigh
2.5,1,2,0.09935,BPSK,Rayleigh
3,1,2,0.09233,BPSK,Rayleigh
3,1,2,0.09194,BPSK,Rayleigh
3,1,2,0.0907,BPSK,Rayleigh
3,1,2,0.09215,BPSK,Rayleigh
3,1,2,0.09308,BPSK,Rayleigh
3.5,1,2,0.08527,BPSK,Rayleigh
3.5,1,2,0.08477,BPSK,Rayleigh
3.5,1,2,0.08413,BPSK,Rayleigh
3.5,1,2,0.0837,BPSK,Rayleigh
3.5,1,2,0.08256,BPSK,Rayleigh
4,1,2,0.07901,BPSK,Rayleigh
4,1,2,0.07706,BPSK,Rayleigh
4,1,2,0.07715,BPSK,Rayleigh
4,1,2,0.07721,BPSK,Rayleigh
4,1,2,0.07694,BPSK,Rayleigh
4.5,1,2,0.07055,BPSK,Rayleigh
4.5,1,2,0.07077,BPSK,Rayleigh
4.5,1,2,0.0702,BPSK,Rayleigh
4.5,1,2,0.07131,BPSK,Rayleigh
4.5,1,2,0.07161,BPSK,Rayleigh
5,1,2,0.06382,BPSK,Rayleigh
5,1,2,0.06422,BPSK,Rayleigh
5,1,2,0.06575,BPSK,Rayleigh
5,1,2,0.06414,BPSK,Rayleigh
5,1,2,0.06511,BPSK,Rayleigh
5.5,1,2,0.0587,BPSK,Rayleigh
5.5,1,2,0.05713,BPSK,Rayleigh
5.5,1,2,0.05805,BPSK,Rayleigh
5.5,1,2,0.05912,BPSK,Rayleigh
5.5,1,2,0.05804,BPSK,Rayleigh
6,1,2,0.05339,BPSK,Rayleigh
6,1,2,0.05278,BPSK,Rayleigh
6,1,2,0.05147,BPSK,Rayleigh
6,1,2,0.05343,BPSK,Rayleigh
6,1,2,0.05329,BPSK,Rayleigh
6.5,1,2,0.04801,BPSK,Rayleigh
6.5,1,2,0.04798,BPSK,Rayleigh
6.5,1,2,0.04971,BPSK,Rayleigh
6.5,1,2,0.04803,BPSK,Rayleigh
6.5,1,2,0.04745,BPSK,Rayleigh
7,1,2,0.04356,BPSK,Rayleigh
7,1,2,0.04432,BPSK,Rayleigh
7,1,2,0.04366,BPSK,Rayleigh
7,1,2,0.04445,BPSK,Rayleigh
7,1,2,0.04345,BPSK,Rayleigh
7.5,1,2,0.03904,BPSK,Rayleigh
7.5,1,2,0.03949,BPSK,Rayleigh
7.5,1,2,0.03991,BPSK,Rayleigh
7.5,1,2,0.04042,BPSK,Rayleigh
7.5,1,2,0.0396,BPSK,Rayleigh
8,1,2,0.03677,BPSK,Rayleigh
8,1,2,0.03503,BPSK,Rayleigh
8,1,2,0.03419,BPSK,Rayleigh
8,1,2,0.0358,BPSK,Rayleigh
8,1,2,0.03527,BPSK,Rayleigh
8.5,1,2,0.03167,BPSK,Rayleigh
8.5,1,2,0.03223,BPSK,Rayleigh
8.5,1,2,0.0312,BPSK,Rayleigh
8.5,1,2,0.03208,BPSK,Rayleigh
8.5,1,2,0.03192,BPSK,Rayleigh
9,1,2,0.02857,BPSK,Rayleigh
9,1,2,0.02915,BPSK,Rayleigh
9,1,2,0.02927,BPSK,Rayleigh
9,1,2,0.02911,BPSK,Rayleigh
9,1,2,0.02953,BPSK,Rayleigh
9.5,1,2,0.02599,BPSK,Rayleigh
9.5,1,2,0.02542,BPSK,Rayleigh
9.5,1,2,0.02577,BPSK,Rayleigh
9.5,1,2,0.02639,BPSK,Rayleigh
9.5,1,2,0.02543,BPSK,Rayleigh
10,1,2,0.02405,BPSK,Rayleigh
10,1,2,0.02246,BPSK,Rayleigh
10,1,2,0.02379,BPSK,Rayleigh
10,1,2,0.02367,BPSK,Rayleigh
10,1,2,0.02331,BPSK,Rayleigh
10.5,1,2,0.02096,BPSK,Rayleigh
10.5,1,2,0.02068,BPSK,Rayleigh
10.5,1,2,0.02045,BPSK,Rayleigh
10.5,1,2,0.02028,BPSK,Rayleigh
10.5,1,2,0.02066,BPSK,Rayleigh
11,1,2,0.01955,BPSK,Rayleigh
11,1,2,0.01868,BPSK,Rayleigh
11,1,2,0.01935,BPSK,Rayleigh
11,1,2,0.01867,BPSK,Rayleigh
11,1,2,0.01912,BPSK,Rayleigh
11.5,1,2,0.01687,BPSK,Rayleigh
11.5,1,2,0.01648,BPSK,Rayleigh
11.5,1,2,0.01638,BPSK,Rayleigh
11.5,1,2,0.01685,BPSK,Rayleigh
11.5,1,2,0.01679,BPSK,Rayleigh
12,1,2,0.01535,BPSK,Rayleigh
12,1,2,0.01488,BPSK,Rayleigh
12,1,2,0.0157,BPSK,Rayleigh
12,1,2,0.01503,BPSK,Rayleigh
12,1,2,0.01491,BPSK,Rayleigh
12.5,1,2,0.01392,BPSK,Rayleigh
12.5,1,2,0.01327,BPSK,Rayleigh
12.5,1,2,0.01383,BPSK,Rayleigh
12.5,1,2,0.01295,BPSK,Rayleigh
12.5,1,2,0.0134,BPSK,Rayleigh
13,1,2,0.01244,BPSK,Rayleigh
13,1,2,0.01235,BPSK,Rayleigh
13,1,2,0.01226,BPSK,Rayleigh
13,1,2,0.01262,BPSK,Rayleigh
13,1,2,0.01218,BPSK,Rayleigh
13.5,1,2,0.01064,BPSK,Rayleigh
13.5,1,2,0.01081,BPSK,Rayleigh
13.5,1,2,0.01021,BPSK,Rayleigh
13.5,1,2,0.0102,BPSK,Rayleigh
13.5,1,2,0.01054,BPSK,Rayleigh
14,1,2,0.00946,BPSK,Rayleigh
14,1,2,0.00982,BPSK,Rayleigh
14,1,2,0.00968,BPSK,Rayleigh
14,1,2,0.00963,BPSK,Rayleigh
14,1,2,0.00959,BPSK,Rayleigh
14.5,1,2,0.0089,BPSK,Rayleigh
14.5,1,2,0.00879,BPSK,Rayleigh
14.5,1,2,0.00853,BPSK,Rayleigh
14.5,1,2,0.00914,BPSK,Rayleigh
14.5,1,2,0.00835,BPSK,Rayleigh
15,1,2,0.00753,BPSK,Rayleigh
15,1,2,0.00797,BPSK,Rayleigh
15,1,2,0.00768,BPSK,Rayleigh
15,1,2,0.00777,BPSK,Rayleigh
15,1,2,0.0076,BPSK,Rayleigh
15.5,1,2,0.00666,BPSK,Rayleigh
15.5,1,2,0.00663,BPSK,Rayleigh
15.5,1,2,0.00685,BPSK,Rayleigh
15.5,1,2,0.00706,BPSK,Rayleigh
15.5,1,2,0.00716,BPSK,Rayleigh
16,1,2,0.00606,BPSK,Rayleigh
16,1,2,0.00622,BPSK,Rayleigh
16,1,2,0.00585,BPSK,Rayleigh
16,1,2,0.00643,BPSK,Rayleigh
16,1,2,0.00622,BPSK,Rayleigh
16.5,1,2,0.00531,BPSK,Rayleigh
16.5,1,2,0.00574,BPSK,Rayleigh
16.5,1,2,0.00521,BPSK,Rayleigh
16.5,1,2,0.00609,BPSK,Rayleigh
16.5,1,2,0.00525,BPSK,Rayleigh
17,1,2,0.00482,BPSK,Rayleigh
17,1,2,0.00467,BPSK,Rayleigh
17,1,2,0.00482,BPSK,Rayleigh
17,1,2,0.00494,BPSK,Rayleigh
17,1,2,0.00455,BPSK,Rayleigh
17.5,1,2,0.00404,BPSK,Rayleigh
17.5,1,2,0.00427,BPSK,Rayleigh
17.5,1,2,0.0042,BPSK,Rayleigh
17.5,1,2,0.00415,BPSK,Rayleigh
17.5,1,2,0.00431,BPSK,Rayleigh
18,1,2,0.00457,BPSK,Rayleigh
18,1,2,0.00367,BPSK,Rayleigh
18,1,2,0.00377,BPSK,Rayleigh
18,1,2,0.00372,BPSK,Rayleigh
18,1,2,0.00401,BPSK,Rayleigh
18.5,1,2,0.0039,BPSK,Rayleigh
18.5,1,2,0.00375,BPSK,Rayleigh
18.5,1,2,0.00322,BPSK,Rayleigh
18.5,1,2,0.00379,BPSK,Rayleigh
18.5,1,2,0.00357,BPSK,Rayleigh
19,1,2,0.00298,BPSK,Rayleigh
19,1,2,0.00315,BPSK,Rayleigh
19,1,2,0.00335,BPSK,Rayleigh
19,1,2,0.00309,BPSK,Rayleigh
19,1,2,0.00313,BPSK,Rayleigh
19.5,1,2,0.00285,BPSK,Rayleigh
19.5,1,2,0.00308,BPSK,Rayleigh
19.5,1,2,0.00286,BPSK,Rayleigh
19.5,1,2,0.00304,BPSK,Rayleigh
19.5,1,2,0.00266,BPSK,Rayleigh
20,1,2,0.00248,BPSK,Rayleigh
20,1,2,0.00264,BPSK,Rayleigh
20,1,2,0.00249,BPSK,Rayleigh
20,1,2,0.00236,BPSK,Rayleigh
20,1,2,0.00255,BPSK,Rayleigh
0,2,1,0.15937,QPSK,AWGN
0,2,1,0.15948,QPSK,AWGN
0,2,1,0.15739,QPSK,AWGN
0,2,1,0.15918,QPSK,AWGN
0,2,1,0.16062,QPSK,AWGN
0.5,2,1,0.14617,QPSK,AWGN
0.5,2,1,0.14635,QPSK,AWGN
0.5,2,1,0.14574,QPSK,AWGN
0.5,2,1,0.14535,QPSK,AWGN
0.5,2,1,0.14672,QPSK,AWGN
1,2,1,0.13325,QPSK,AWGN
1,2,1,0.13109,QPSK,AWGN
1,2,1,0.13387,QPSK,AWGN
1,2,1,0.13248,QPSK,AWGN
1,2,1,0.13212,QPSK,AWGN
1.5,2,1,0.11631,QPSK,AWGN
1.5,2,1,0.1181,QPSK,AWGN
1.5,2,1,0.11919,QPSK,AWGN
1.5,2,1,0.11519,QPSK,AWGN
1.5,2,1,0.11829,QPSK,AWGN
2,2,1,0.10431,QPSK,AWGN
2,2,1,0.10681,QPSK,AWGN
2,2,1,0.10262,QPSK,AWGN
2,2,1,0.105,QPSK,AWGN
2,2,1,0.1042,QPSK,AWGN
2.5,2,1,0.09544,QPSK,AWGN
2.5,2,1,0.09162,QPSK,AWGN
2.5,2,1,0.0913,QPSK,AWGN
2.5,2,1,0.09181,QPSK,AWGN
2.5,2,1,0.09287,QPSK,AWGN
3,2,1,0.08051,QPSK,AWGN
3,2,1,0.07986,QPSK,AWGN
3,2,1,0.07977,QPSK,AWGN
3,2,1,0.07855,QPSK,AWGN
3,2,1,0.07869,QPSK,AWGN
3.5,2,1,0.06718,QPSK,AWGN
3.5,2,1,0.07163,QPSK,AWGN
3.5,2,1,0.06754,QPSK,AWGN
3.5,2,1,0.06882,QPSK,AWGN
3.5,2,1,0.06745,QPSK,AWGN
4,2,1,0.05805,QPSK,AWGN
4,2,1,0.05616,QPSK,AWGN
4,2,1,0.05732,QPSK,AWGN
4,2,1,0.0575,QPSK,AWGN
4,2,1,0.05815,QPSK,AWGN
4.5,2,1,0.04649,QPSK,AWGN
4.5,2,1,0.04724,QPSK,AWGN
4.5,2,1,0.04783,QPSK,AWGN
4.5,2,1,0.04772,QPSK,AWGN
4.5,2,1,0.04787,QPSK,AWGN
5,2,1,0.03936,QPSK,AWGN
5,2,1,0.03802,QPSK,AWGN
5,2,1,0.03857,QPSK,AWGN
5,2,1,0.03906,QPSK,AWGN
5,2,1,0.03801,QPSK,AWGN
5.5,2,1,0.0314,QPSK,AWGN
5.5,2,1,0.02959,QPSK,AWGN
5.5,2,1,0.02955,QPSK,AWGN
5.5,2,1,0.02992,QPSK,AWGN
5.5,2,1,0.0306,QPSK,AWGN
6,2,1,0.0225,QPSK,AWGN
6,2,1,0.02402,QPSK,AWGN
6,2,1,0.02326,QPSK,AWGN
6,2,1,0.02311,QPSK,AWGN
6,2,1,0.02404,QPSK,AWGN
6.5,2,1,0.01773,QPSK,AWGN
6.5,2,1,0.01819,QPSK,AWGN
6.5,2,1,0.01695,QPSK,AWGN
6.5,2,1,0.01741,QPSK,AWGN
6.5,2,1,0.01807,QPSK,AWGN
7,2,1,0.01277,QPSK,AWGN
7,2,1,0.01287,QPSK,AWGN
7,2,1,0.01249,QPSK,AWGN
7,2,1,0.01269,QPSK,AWGN
7,2,1,0.01247,QPSK,AWGN
7.5,2,1,0.00951,QPSK,AWGN
7.5,2,1,0.00919,QPSK,AWGN
7.5,2,1,0.00895,QPSK,AWGN
7.5,2,1,0.00913,QPSK,AWGN
7.5,2,1,0.00995,QPSK,AWGN
8,2,1,0.0069,QPSK,AWGN
8,2,1,0.00658,QPSK,AWGN
8,2,1,0.00622,QPSK,AWGN
8,2,1,0.0068,QPSK,AWGN
8,2,1,0.00618,QPSK,AWGN
8.5,2,1,0.00383,QPSK,AWGN
8.5,2,1,0.00385,QPSK,AWGN
8.5,2,1,0.00457,QPSK,AWGN
8.5,2,1,0.00486,QPSK,AWGN
8.5,2,1,0.00415,QPSK,AWGN
9,2,1,0.0027,QPSK,AWGN
9,2,1,0.00342,QPSK,AWGN
9,2,1,0.00278,QPSK,AWGN
9,2,1,0.00254,QPSK,AWGN
9,2,1,0.00399,QPSK,AWGN
9.5,2,1,0.00144,QPSK,AWGN
9.5,2,1,0.00189,QPSK,AWGN
9.5,2,1,0.00181,QPSK,AWGN
9.5,2,1,0.00133,QPSK,AWGN
9.5,2,1,0.00174,QPSK,AWGN
10,2,1,0.00143,QPSK,AWGN
10,2,1,0.00084,QPSK,AWGN
10,2,1,0.00084,QPSK,AWGN
10,2,1,0.000936,QPSK,AWGN
10,2,1,0.001184,QPSK,AWGN
10.5,2,1,0.000468,QPSK,AWGN
10.5,2,1,0.00048,QPSK,AWGN
10.5,2,1,0.000428,QPSK,AWGN
10.5,2,1,0.000518,QPSK,AWGN
10.5,2,1,0.000402,QPSK,AWGN
11,2,1,0.000222,QPSK,AWGN
11,2,1,0.000199,QPSK,AWGN
11,2,1,0.00021,QPSK,AWGN
11,2,1,0.000215,QPSK,AWGN
11,2,1,0.000173,QPSK,AWGN
11.5,2,1,0.000207,QPSK,AWGN
11.5,2,1,0.000114,QPSK,AWGN
11.5,2,1,0.000106,QPSK,AWGN
11.5,2,1,0.00011,QPSK,AWGN
11.5,2,1,0.000108,QPSK,AWGN
12,2,1,3.9e-05,QPSK,AWGN
12,2,1,5e-05,QPSK,AWGN
12,2,1,4.15e-05,QPSK,AWGN
12,2,1,3.95e-05,QPSK,AWGN
12,2,1,4.4e-05,QPSK,AWGN
12.5,2,1,1.35e-05,QPSK,AWGN
12.5,2,1,2.2e-05,QPSK,AWGN
12.5,2,1,1.3e-05,QPSK,AWGN
12.5,2,1,1.35e-05,QPSK,AWGN
12.5,2,1,1.4e-05,QPSK,AWGN
13,2,1,6.6e-06,QPSK,AWGN
13,2,1,6e-06,QPSK,AWGN
13,2,1,6e-06,QPSK,AWGN
13,2,1,4.6e-06,QPSK,AWGN
13,2,1,4e-06,QPSK,AWGN
13.5,2,1,1.2e-06,QPSK,AWGN
13.5,2,1,4.2e-06,QPSK,AWGN
13.5,2,1,1.6e-06,QPSK,AWGN
13.5,2,1,2e-06,QPSK,AWGN
13.5,2,1,4e-06,QPSK,AWGN
14,2,1,6e-07,QPSK,AWGN
14,2,1,2e-07,QPSK,AWGN
14,2,1,1.6e-06,QPSK,AWGN
14,2,1,6e-07,QPSK,AWGN
14,2,1,1e-12,QPSK,AWGN
14.5,2,1,5.51612190839036e-08,QPSK,AWGN
14.5,2,1,5.51612190839036e-08,QPSK,AWGN
14.5,2,1,5.51612190839036e-08,QPSK,AWGN
14.5,2,1,5.51612190839036e-08,QPSK,AWGN
14.5,2,1,5.51612190839036e-08,QPSK,AWGN
15,2,1,9.3610399906851e-09,QPSK,AWGN
15,2,1,9.3610399906851e-09,QPSK,AWGN
15,2,1,9.3610399906851e-09,QPSK,AWGN
15,2,1,9.3610399906851e-09,QPSK,AWGN
15,2,1,9.3610399906851e-09,QPSK,AWGN
15.5,2,1,1.28752894776434e-09,QPSK,AWGN
15.5,2,1,1.28752894776434e-09,QPSK,AWGN
15.5,2,1,1.28752894776434e-09,QPSK,AWGN
15.5,2,1,1.28752894776434e-09,QPSK,AWGN
15.5,2,1,1.28752894776434e-09,QPSK,AWGN
16,2,1,1.39902780939769e-10,QPSK,AWGN
16,2,1,1.39902780939769e-10,QPSK,AWGN
16,2,1,1.39902780939769e-10,QPSK,AWGN
16,2,1,1.39902780939769e-10,QPSK,AWGN
16,2,1,1.39902780939769e-10,QPSK,AWGN
16.5,2,1,1.16699379036371e-11,QPSK,AWGN
16.5,2,1,1.16699379036371e-11,QPSK,AWGN
16.5,2,1,1.16699379036371e-11,QPSK,AWGN
16.5,2,1,1.16699379036371e-11,QPSK,AWGN
16.5,2,1,1.16699379036371e-11,QPSK,AWGN
17,2,1,1e-12,QPSK,AWGN
17,2,1,1e-12,QPSK,AWGN
17,2,1,1e-12,QPSK,AWGN
17,2,1,1e-12,QPSK,AWGN
17,2,1,1e-12,QPSK,AWGN
17.5,2,1,1e-12,QPSK,AWGN
17.5,2,1,1e-12,QPSK,AWGN
17.5,2,1,1e-12,QPSK,AWGN
17.5,2,1,1e-12,QPSK,AWGN
17.5,2,1,1e-12,QPSK,AWGN
18,2,1,1e-12,QPSK,AWGN
18,2,1,1e-12,QPSK,AWGN
18,2,1,1e-12,QPSK,AWGN
18,2,1,1e-12,QPSK,AWGN
18,2,1,1e-12,QPSK,AWGN
18.5,2,1,1e-12,QPSK,AWGN
18.5,2,1,1e-12,QPSK,AWGN
18.5,2,1,1e-12,QPSK,AWGN
18.5,2,1,1e-12,QPSK,AWGN
18.5,2,1,1e-12,QPSK,AWGN
19,2,1,1e-12,QPSK,AWGN
19,2,1,1e-12,QPSK,AWGN
19,2,1,1e-12,QPSK,AWGN
19,2,1,1e-12,QPSK,AWGN
19,2,1,1e-12,QPSK,AWGN
19.5,2,1,1e-12,QPSK,AWGN
19.5,2,1,1e-12,QPSK,AWGN
19.5,2,1,1e-12,QPSK,AWGN
19.5,2,1,1e-12,QPSK,AWGN
19.5,2,1,1e-12,QPSK,AWGN
20,2,1,1e-12,QPSK,AWGN
20,2,1,1e-12,QPSK,AWGN
20,2,1,1e-12,QPSK,AWGN
20,2,1,1e-12,QPSK,AWGN
20,2,1,1e-12,QPSK,AWGN
0,2,2,0.21372,QPSK,Rayleigh
0,2,2,0.21093,QPSK,Rayleigh
0,2,2,0.21316,QPSK,Rayleigh
0,2,2,0.21141,QPSK,Rayleigh
0,2,2,0.20982,QPSK,Rayleigh
0.5,2,2,0.19967,QPSK,Rayleigh
0.5,2,2,0.2008,QPSK,Rayleigh
0.5,2,2,0.20017,QPSK,Rayleigh
0.5,2,2,0.19959,QPSK,Rayleigh
0.5,2,2,0.1989,QPSK,Rayleigh
1,2,2,0.18942,QPSK,Rayleigh
1,2,2,0.18851,QPSK,Rayleigh
1,2,2,0.18856,QPSK,Rayleigh
1,2,2,0.18918,QPSK,Rayleigh
1,2,2,0.19226,QPSK,Rayleigh
1.5,2,2,0.17656,QPSK,Rayleigh
1.5,2,2,0.1795,QPSK,Rayleigh
1.5,2,2,0.17981,QPSK,Rayleigh
1.5,2,2,0.17773,QPSK,Rayleigh
1.5,2,2,0.17988,QPSK,Rayleigh
2,2,2,0.16896,QPSK,Rayleigh
2,2,2,0.16705,QPSK,Rayleigh
2,2,2,0.16606,QPSK,Rayleigh
2,2,2,0.16918,QPSK,Rayleigh
2,2,2,0.16726,QPSK,Rayleigh
2.5,2,2,0.15757,QPSK,Rayleigh
2.5,2,2,0.1579,QPSK,Rayleigh
2.5,2,2,0.1593,QPSK,Rayleigh
2.5,2,2,0.15744,QPSK,Rayleigh
2.5,2,2,0.15549,QPSK,Rayleigh
3,2,2,0.14697,QPSK,Rayleigh
3,2,2,0.14553,QPSK,Rayleigh
3,2,2,0.15111,QPSK,Rayleigh
3,2,2,0.14796,QPSK,Rayleigh
3,2,2,0.1448,QPSK,Rayleigh
3.5,2,2,0.13894,QPSK,Rayleigh
3.5,2,2,0.13596,QPSK,Rayleigh
3.5,2,2,0.13763,QPSK,Rayleigh
3.5,2,2,0.13793,QPSK,Rayleigh
3.5,2,2,0.13728,QPSK,Rayleigh
4,2,2,0.12745,QPSK,Rayleigh
4,2,2,0.1303,QPSK,Rayleigh
4,2,2,0.12676,QPSK,Rayleigh
4,2,2,0.12847,QPSK,Rayleigh
4,2,2,0.12739,QPSK,Rayleigh
4.5,2,2,0.11838,QPSK,Rayleigh
4.5,2,2,0.11698,QPSK,Rayleigh
4.5,2,2,0.12231,QPSK,Rayleigh
4.5,2,2,0.11774,QPSK,Rayleigh
4.5,2,2,0.11715,QPSK,Rayleigh
5,2,2,0.10818,QPSK,Rayleigh
5,2,2,0.10846,QPSK,Rayleigh
5,2,2,0.10902,QPSK,Rayleigh
5,2,2,0.10845,QPSK,Rayleigh
5,2,2,0.11006,QPSK,Rayleigh
5.5,2,2,0.09964,QPSK,Rayleigh
5.5,2,2,0.10469,QPSK,Rayleigh
5.5,2,2,0.09915,QPSK,Rayleigh
5.5,2,2,0.09838,QPSK,Rayleigh
